topic_id,topic,subfield_id,subfield,field_id,field,domain_id,domain,works_count,cited_by_count,sibling_count,keyword_count,created_date,updated_date
T11020,Immune Cell Function and Interaction,2403,Immunology,24,Immunology and Microbiology,1,Life Sciences,154535,4799740,25,10,2024-01-23T15:27:09,2026-09-22T03:01:44
T13750,"Mormonism, Religion, and History",1202,History,12,Arts and Humanities,2,Social Sciences,154526,85909,43,10,2024-01-23T15:27:19,2026-09-22T03:01:44
T12115,Genetic and Environmental Crop Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,154459,329783,89,10,2024-01-23T15:27:13,2026-09-22T03:01:44
T10146,Cervical Cancer and HPV Research,2713,Epidemiology,27,Medicine,4,Health Sciences,154208,2069883,41,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11791,Microbial Community Ecology and Physiology,2303,Ecology,23,Environmental Science,3,Physical Sciences,153870,2916058,32,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T14491,Diverse academic and cultural studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,153807,98407,78,10,2024-01-23T15:27:22,2026-09-22T03:01:44
T10217,Cardiac electrophysiology and arrhythmias,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences,153518,2842462,28,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10364,Reproductive Biology and Fertility,2739,"Public Health, Environmental and Occupational Health",27,Medicine,4,Health Sciences,153393,2442206,53,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T12753,"Psychology, Coaching, and Therapy",3207,Social Psychology,32,Psychology,2,Social Sciences,153341,194634,51,10,2024-01-23T15:27:15,2026-09-22T03:01:44
T10066,Gut microbiota and health,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,153318,4893188,134,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T13923,Nuclear and radioactivity studies,2213,"Safety, Risk, Reliability and Quality",22,Engineering,3,Physical Sciences,153288,312985,11,10,2024-01-23T15:27:20,2026-09-22T03:01:44
T12353,Lexicography and Language Studies,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences,153277,575163,19,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T11499,ICT Impact and Policies,2214,Media Technology,22,Engineering,3,Physical Sciences,153127,737560,11,10,2024-01-23T15:27:10,2026-09-22T03:01:44
T10084,Musculoskeletal pain and rehabilitation,2736,Pharmacology,27,Medicine,4,Health Sciences,153111,2605128,21,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T14210,Historical and Linguistic Studies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,153062,366791,223,10,2024-01-23T15:27:21,2026-09-22T03:01:44
T12669,Comparative International Legal Studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,153006,45887,117,10,2024-01-23T15:27:15,2026-09-22T03:01:44
T10009,Dementia and Cognitive Impairment Research,2738,Psychiatry and Mental health,27,Medicine,4,Health Sciences,152946,3864619,15,10,2024-01-23T15:27:04,2026-09-22T03:01:44
T11876,Legal Studies and Policies,3308,Law,33,Social Sciences,2,Social Sciences,152800,264847,39,10,2024-01-23T15:27:12,2026-09-22T03:01:44
T13154,Legal and Regulatory Analysis,3313,Transportation,33,Social Sciences,2,Social Sciences,152456,24203,8,10,2024-01-23T15:27:17,2026-09-22T03:01:44
T11752,Cancer Treatment and Pharmacology,2730,Oncology,27,Medicine,4,Health Sciences,152372,1144621,33,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T10032,Marine and coastal ecosystems,1910,Oceanography,19,Earth and Planetary Sciences,3,Physical Sciences,152248,3740651,8,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T12444,"Art, Politics, and Modernism",1213,Visual Arts and Performing Arts,12,Arts and Humanities,2,Social Sciences,151692,328153,16,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T11710,Biomedical Text Mining and Ontologies,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,151465,742589,134,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T11349,Music Technology and Sound Studies,1707,Computer Vision and Pattern Recognition,17,Computer Science,3,Physical Sciences,151417,392476,34,10,2024-01-23T15:27:10,2026-09-22T03:01:44
T10141,Probiotics and Fermented Foods,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences,151277,2616944,31,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10065,Atrial Fibrillation Management and Outcomes,2705,Cardiology and Cardiovascular Medicine,27,Medicine,4,Health Sciences,151260,2366713,28,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11228,Bat Biology and Ecology Studies,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,151228,891320,32,10,2024-01-23T15:27:09,2026-09-22T03:01:44
T10857,Advanced Electron Microscopy Techniques and Applications,1315,Structural Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,151123,634193,0,10,2024-01-23T15:27:08,2026-09-22T03:01:44
T10250,Glaucoma and retinal disorders,2731,Ophthalmology,27,Medicine,4,Health Sciences,151076,2038106,11,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10549,Neonatal Respiratory Health Research,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,150860,2224308,51,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T10333,Meat and Animal Product Quality,1103,Animal Science and Zoology,11,Agricultural and Biological Sciences,1,Life Sciences,150709,2588844,7,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10030,Electrocatalysts for Energy Conversion,2105,"Renewable Energy, Sustainability and the Environment",21,Energy,3,Physical Sciences,150626,6134921,21,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11429,Semiconductor Lasers and Optical Devices,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,150611,912578,116,10,2024-01-23T15:27:10,2026-09-22T03:01:44
T10007,Monetary Policy and Economic Impact,2000,"General Economics, Econometrics and Finance",20,"Economics, Econometrics and Finance",2,Social Sciences,150512,2957661,11,10,2024-01-23T15:27:04,2026-09-22T03:01:44
T10403,Phonetics and Phonology Research,3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences,150463,1563428,23,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10535,Landslides and related hazards,2308,"Management, Monitoring, Policy and Law",23,Environmental Science,3,Physical Sciences,150447,1837618,33,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10322,Respiratory Support and Mechanisms,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,150244,1872658,51,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T13523,"Mathematics, Computing, and Information Processing",1703,Computational Theory and Mathematics,17,Computer Science,3,Physical Sciences,150230,103894,23,10,2024-01-23T15:27:18,2026-09-22T03:01:44
T14002,"Art, Technology, and Culture",1213,Visual Arts and Performing Arts,12,Arts and Humanities,2,Social Sciences,150124,91494,16,10,2024-01-23T15:27:20,2026-09-22T03:01:44
T10523,Atomic and Molecular Physics,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,150086,1954181,36,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T13754,Central European and Russian historical studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,150060,15971,117,10,2024-01-23T15:27:19,2026-09-22T03:01:44
T11391,Theatre and Performance Studies,1213,Visual Arts and Performing Arts,12,Arts and Humanities,2,Social Sciences,149984,313590,16,10,2024-01-23T15:27:10,2026-09-22T03:01:44
T12912,"Shakespeare, Adaptation, and Literary Criticism",1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,149956,341455,52,10,2024-01-23T15:27:16,2026-09-22T03:01:44
T11657,Digital and Traditional Archives Management,1206,Conservation,12,Arts and Humanities,2,Social Sciences,148921,146253,5,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T13075,Legal Systems and Judicial Processes,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,148885,187047,117,10,2024-01-23T15:27:16,2026-09-22T03:01:44
T10589,Early Childhood Education and Development,3304,Education,33,Social Sciences,2,Social Sciences,148481,2021866,136,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T10231,Pancreatic and Hepatic Oncology Research,2730,Oncology,27,Medicine,4,Health Sciences,148404,2178781,33,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10602,Glycosylation and Glycoproteins Research,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,148208,3706081,134,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T14281,Islamic Finance and Communication,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,148151,238046,223,10,2024-01-23T15:27:22,2026-09-22T03:01:44
T10280,Shoulder Injury and Treatment,2746,Surgery,27,Medicine,4,Health Sciences,148079,1887293,95,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T12137,Economic theories and models,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,148059,2507569,78,10,2024-01-23T15:27:13,2026-09-22T03:01:44
T10432,DNA and Nucleic Acid Chemistry,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,147952,3309103,134,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10020,Quantum Information and Cryptography,1702,Artificial Intelligence,17,Computer Science,3,Physical Sciences,147915,2598753,76,10,2024-01-23T15:27:04,2026-09-22T03:01:44
T10911,Chemical Synthesis and Analysis,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,147864,2334249,134,10,2024-01-23T15:27:08,2026-09-22T03:01:44
T13466,Comparative Literary Analysis and Criticism,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,147577,68275,52,10,2024-01-23T15:27:18,2026-09-22T03:01:44
T13193,Geological Studies and Exploration,1907,Geology,19,Earth and Planetary Sciences,3,Physical Sciences,147574,512833,4,10,2024-01-23T15:27:17,2026-09-22T03:01:44
T14430,Higher Education and Teaching Methods,1710,Information Systems,17,Computer Science,3,Physical Sciences,147481,36359,77,10,2024-01-23T15:27:22,2026-09-22T03:01:44
T11588,Atmospheric and Environmental Gas Dynamics,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,147123,2045901,29,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T10121,Building Energy and Comfort Optimization,2215,Building and Construction,22,Engineering,3,Physical Sciences,147077,1719808,21,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T12573,Education and Digital Technologies,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,146974,131322,223,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T10400,Network Security and Intrusion Detection,1705,Computer Networks and Communications,17,Computer Science,3,Physical Sciences,146866,1497804,42,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10378,Advanced MRI Techniques and Applications,2741,"Radiology, Nuclear Medicine and Imaging",27,Medicine,4,Health Sciences,146806,2357323,29,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T11537,Ethics in medical practice,3600,General Health Professions,36,Health Professions,4,Health Sciences,146806,883821,49,10,2024-01-23T15:27:10,2026-09-22T03:01:44
T12398,Poetry Analysis and Criticism,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,146590,295454,52,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T12339,Medical Malpractice and Liability Issues,3611,Pharmacy,36,Health Professions,4,Health Sciences,146257,366718,4,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T11753,Forest Management and Policy,2306,Global and Planetary Change,23,Environmental Science,3,Physical Sciences,146139,716310,29,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T12332,Comparative constitutional jurisprudence studies,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,145776,118450,117,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T12755,Legal Education and Practice Innovations,3308,Law,33,Social Sciences,2,Social Sciences,145577,368686,39,10,2024-01-23T15:27:15,2026-09-22T03:01:44
T12890,Eurasian Exchange Networks,3314,Anthropology,33,Social Sciences,2,Social Sciences,145575,225541,24,10,2024-01-23T15:27:16,2026-09-22T03:01:44
T10425,Cold Atom Physics and Bose-Einstein Condensates,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,145453,2336330,36,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T11636,Artificial Intelligence in Healthcare and Education,2718,Health Informatics,27,Medicine,4,Health Sciences,145310,1028183,0,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T14386,"Libraries, Manuscripts, and Books",1202,History,12,Arts and Humanities,2,Social Sciences,145170,58668,43,10,2024-01-23T15:27:22,2026-09-22T03:01:44
T12767,Conflict of Laws and Jurisdiction,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,145150,202814,117,10,2024-01-23T15:27:15,2026-09-22T03:01:44
T12487,Structural Engineering and Vibration Analysis,2205,Civil and Structural Engineering,22,Engineering,3,Physical Sciences,145128,311330,41,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T13418,Photocathodes and Microchannel Plates,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,145125,125609,71,10,2024-01-23T15:27:18,2026-09-22T03:01:44
T10644,Cryospheric studies and observations,1902,Atmospheric Science,19,Earth and Planetary Sciences,3,Physical Sciences,145106,2065270,12,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T14490,Human Rights and Immigration,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,144843,76273,223,10,2024-01-23T15:27:22,2026-09-22T03:01:44
T14005,Eastern European Communism and Reforms,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,144785,275945,223,10,2024-01-23T15:27:20,2026-09-22T03:01:44
T13636,Pentecostalism and Christianity Studies,1212,Religious studies,12,Arts and Humanities,2,Social Sciences,144625,102631,14,10,2024-01-23T15:27:19,2026-09-22T03:01:44
T14081,Linguistic Education and Pedagogy,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences,144598,182901,19,10,2024-01-23T15:27:21,2026-09-22T03:01:44
T12123,Financial Analysis and Corporate Governance,1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,144389,250708,21,10,2024-01-23T15:27:13,2026-09-22T03:01:44
T10171,Biofuel production and bioconversion,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,144386,2816797,71,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11852,Clay minerals and soil interactions,2502,Biomaterials,25,Materials Science,3,Physical Sciences,144157,1114640,12,10,2024-01-23T15:27:12,2026-09-22T03:01:44
T11801,Reservoir Engineering and Simulation Methods,2212,Ocean Engineering,22,Engineering,3,Physical Sciences,144155,796720,22,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T10163,Metal complexes synthesis and properties,2730,Oncology,27,Medicine,4,Health Sciences,144104,2319983,33,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10289,European Union Policy and Governance,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,143951,1135548,117,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10207,Advanced biosensing and bioanalysis techniques,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,143756,4458627,134,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11836,Bryophyte Studies and Records,1105,"Ecology, Evolution, Behavior and Systematics",11,Agricultural and Biological Sciences,1,Life Sciences,143682,293651,32,10,2024-01-23T15:27:12,2026-09-22T03:01:44
T11879,Protist diversity and phylogeny,1312,Molecular Biology,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,143599,982141,134,10,2024-01-23T15:27:12,2026-09-22T03:01:44
T13070,Cultural Identity and Heritage,1204,Archeology,12,Arts and Humanities,2,Social Sciences,143537,79845,19,10,2024-01-23T15:27:16,2026-09-22T03:01:44
T10158,Cancer Immunotherapy and Biomarkers,2730,Oncology,27,Medicine,4,Health Sciences,143488,2906016,33,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10062,MicroRNA in disease regulation,1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,143464,3892502,12,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T13763,Historical Legal Studies and Society,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,143438,57502,117,10,2024-01-23T15:27:19,2026-09-22T03:01:44
T12502,Urbanization and City Planning,3322,Urban Studies,33,Social Sciences,2,Social Sciences,143425,545528,18,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T11507,Religion and Society Interactions,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,143386,921368,223,10,2024-01-23T15:27:10,2026-09-22T03:01:44
T10876,Fault Detection and Control Systems,2207,Control and Systems Engineering,22,Engineering,3,Physical Sciences,143379,1572961,43,10,2024-01-23T15:27:08,2026-09-22T03:01:44
T13518,Architecture and Computational Design,2216,Architecture,22,Engineering,3,Physical Sciences,143250,299428,3,10,2024-01-23T15:27:18,2026-09-22T03:01:44
T10477,Astrophysics and Star Formation Studies,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,143056,2539386,20,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10631,"Cancer, Hypoxia, and Metabolism",1306,Cancer Research,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,142817,2999220,12,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T10450,Aquaculture Nutrition and Growth,1104,Aquatic Science,11,Agricultural and Biological Sciences,1,Life Sciences,142807,2121508,6,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T13845,Classical Studies and Legal History,1202,History,12,Arts and Humanities,2,Social Sciences,142710,127277,43,9,2024-01-23T15:27:20,2026-09-22T03:01:44
T12542,Second Language Learning and Teaching,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,142560,948940,52,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T12961,Regional Development and Policy,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,142426,711024,117,10,2024-01-23T15:27:16,2026-09-22T03:01:44
T10973,Radioactive element chemistry and processing,1604,Inorganic Chemistry,16,Chemistry,3,Physical Sciences,142367,1809558,11,10,2024-01-23T15:27:08,2026-09-22T03:01:44
T14239,"Business, Education, Mathematics Research",1402,Accounting,14,"Business, Management and Accounting",2,Social Sciences,142320,46992,21,10,2024-01-23T15:27:21,2026-09-22T03:01:44
T10818,Astrophysics and Cosmic Phenomena,3106,Nuclear and High Energy Physics,31,Physics and Astronomy,3,Physical Sciences,142316,1269095,12,10,2024-01-23T15:27:08,2026-09-22T03:01:44
T10494,Plant Virus Research Studies,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,142164,2259693,89,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10023,Schizophrenia research and treatment,2738,Psychiatry and Mental health,27,Medicine,4,Health Sciences,141994,3399296,15,10,2024-01-23T15:27:04,2026-09-22T03:01:44
T10047,Financial Markets and Investment Strategies,2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,141877,3212163,15,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11925,Culinary Culture and Tourism,1106,Food Science,11,Agricultural and Biological Sciences,1,Life Sciences,141818,563919,31,10,2024-01-23T15:27:12,2026-09-22T03:01:44
T13504,African history and culture analysis,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,141705,404143,117,10,2024-01-23T15:27:18,2026-09-22T03:01:44
T10004,Soil Carbon and Nitrogen Dynamics,1111,Soil Science,11,Agricultural and Biological Sciences,1,Life Sciences,141696,4288876,11,10,2024-01-23T15:27:04,2026-09-22T03:01:44
T10377,Metal and Thin Film Mechanics,2211,Mechanics of Materials,22,Engineering,3,Physical Sciences,141553,1915770,28,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T11148,"Language, Metaphor, and Cognition",3205,Experimental and Cognitive Psychology,32,Psychology,2,Social Sciences,141348,1609771,23,10,2024-01-23T15:27:09,2026-09-22T03:01:44
T10034,"Syntax, Semantics, Linguistic Variation",1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences,141271,1721597,19,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11613,Phytochemistry and Biological Activities,1110,Plant Science,11,Agricultural and Biological Sciences,1,Life Sciences,141097,623261,89,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T10270,Blockchain Technology Applications and Security,1710,Information Systems,17,Computer Science,3,Physical Sciences,141068,1620360,77,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10147,Antibiotic Resistance in Bacteria,1313,Molecular Medicine,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,140505,3082916,2,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T14047,Marine and environmental studies,1910,Oceanography,19,Earth and Planetary Sciences,3,Physical Sciences,140476,733407,8,10,2024-01-23T15:27:21,2026-09-22T03:01:44
T10167,Influenza Virus Research Studies,2713,Epidemiology,27,Medicine,4,Health Sciences,140343,2517025,41,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10312,"Health, Nursing, Elderly Care",3600,General Health Professions,36,Health Professions,4,Health Sciences,140177,341585,49,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10112,HIV Research and Treatment,2406,Virology,24,Immunology and Microbiology,1,Life Sciences,139773,3875708,2,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11048,Bacteriophages and microbial interactions,2303,Ecology,23,Environmental Science,3,Physical Sciences,139679,3201201,32,10,2024-01-23T15:27:09,2026-09-22T03:01:44
T13156,Historical Linguistics and Language Studies,1203,Language and Linguistics,12,Arts and Humanities,2,Social Sciences,139671,509368,19,10,2024-01-23T15:27:17,2026-09-22T03:01:44
T10613,Virus-based gene therapy research,1311,Genetics,13,"Biochemistry, Genetics and Molecular Biology",1,Life Sciences,139399,3003550,39,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T10300,Congenital Heart Disease Studies,2713,Epidemiology,27,Medicine,4,Health Sciences,139313,1479660,41,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10632,Housing Market and Economics,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,139292,1300670,78,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T10511,High voltage insulation and dielectric phenomena,2505,Materials Chemistry,25,Materials Science,3,Physical Sciences,139185,665814,68,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10151,Hepatitis C virus research,2721,Hepatology,27,Medicine,4,Health Sciences,138999,2279356,5,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T11629,"Birth, Development, and Health",2735,"Pediatrics, Perinatology and Child Health",27,Medicine,4,Health Sciences,138844,2163568,19,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T13743,Italian Literature and Culture,1200,General Arts and Humanities,12,Arts and Humanities,2,Social Sciences,138721,77391,3,10,2024-01-23T15:27:19,2026-09-22T03:01:44
T13158,Political and Economic history of UK and US,3320,Political Science and International Relations,33,Social Sciences,2,Social Sciences,138687,683575,117,10,2024-01-23T15:27:17,2026-09-22T03:01:44
T11290,Preterm Birth and Chorioamnionitis,2713,Epidemiology,27,Medicine,4,Health Sciences,138655,662303,41,10,2024-01-23T15:27:10,2026-09-22T03:01:44
T12678,Themes in Literature Analysis,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,138355,397260,52,10,2024-01-23T15:27:15,2026-09-22T03:01:44
T10669,Freshwater macroinvertebrate diversity and ecology,2303,Ecology,23,Environmental Science,3,Physical Sciences,138329,691030,32,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T12424,Earthquake Detection and Analysis,1908,Geophysics,19,Earth and Planetary Sciences,3,Physical Sciences,138299,375375,9,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T11212,Cultural Heritage Materials Analysis,1204,Archeology,12,Arts and Humanities,2,Social Sciences,138152,534300,19,10,2024-01-23T15:27:09,2026-09-22T03:01:44
T10543,Prostate Cancer Treatment and Research,2740,Pulmonary and Respiratory Medicine,27,Medicine,4,Health Sciences,137824,1487580,51,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T10382,Quantum and electron transport phenomena,3107,"Atomic and Molecular Physics, and Optics",31,Physics and Astronomy,3,Physical Sciences,137819,2366039,36,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T10965,Geological formations and processes,1904,Earth-Surface Processes,19,Earth and Planetary Sciences,3,Physical Sciences,137723,1493153,5,10,2024-01-23T15:27:08,2026-09-22T03:01:44
T12514,Fashion and Cultural Textiles,1209,Museology,12,Arts and Humanities,2,Social Sciences,137636,309232,8,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T10059,Bone Tissue Engineering Materials,2204,Biomedical Engineering,22,Engineering,3,Physical Sciences,137459,3379923,71,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T10581,Neural dynamics and brain function,2805,Cognitive Neuroscience,28,Neuroscience,1,Life Sciences,137369,4635345,27,10,2024-01-23T15:27:07,2026-09-22T03:01:44
T12505,Peptidase Inhibition and Analysis,2730,Oncology,27,Medicine,4,Health Sciences,137332,1181209,33,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T10409,Fuel Cells and Related Materials,2208,Electrical and Electronic Engineering,22,Engineering,3,Physical Sciences,137314,2270291,116,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T12097,Aquatic Invertebrate Ecology and Behavior,2303,Ecology,23,Environmental Science,3,Physical Sciences,137007,697681,32,10,2024-01-23T15:27:13,2026-09-22T03:01:44
T10257,Oral microbiology and periodontitis research,3506,Periodontics,35,Dentistry,4,Health Sciences,136917,2345877,3,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T14008,Balkan and Eastern European Studies,2002,Economics and Econometrics,20,"Economics, Econometrics and Finance",2,Social Sciences,136914,44354,78,10,2024-01-23T15:27:20,2026-09-22T03:01:44
T11817,"Housing, Finance, and Neoliberalism",2003,Finance,20,"Economics, Econometrics and Finance",2,Social Sciences,136892,906215,15,10,2024-01-23T15:27:12,2026-09-22T03:01:44
T14321,"Religion, Theology, and Education",1212,Religious studies,12,Arts and Humanities,2,Social Sciences,136599,105991,14,10,2024-01-23T15:27:22,2026-09-22T03:01:44
T11794,Early Modern Spanish Literature,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,136551,116603,52,10,2024-01-23T15:27:11,2026-09-22T03:01:44
T10132,Advanced ceramic materials synthesis,2503,Ceramics and Composites,25,Materials Science,3,Physical Sciences,136457,1760407,1,10,2024-01-23T15:27:05,2026-09-22T03:01:44
T13175,Historical Astronomy and Related Studies,3103,Astronomy and Astrophysics,31,Physics and Astronomy,3,Physical Sciences,136325,192066,20,10,2024-01-23T15:27:17,2026-09-22T03:01:44
T10349,Migration and Labor Dynamics,3312,Sociology and Political Science,33,Social Sciences,2,Social Sciences,136293,1369162,223,10,2024-01-23T15:27:06,2026-09-22T03:01:44
T11091,Extraction and Separation Processes,2210,Mechanical Engineering,22,Engineering,3,Physical Sciences,136235,1340518,78,10,2024-01-23T15:27:09,2026-09-22T03:01:44
T13704,French Literature and Poetry,1208,Literature and Literary Theory,12,Arts and Humanities,2,Social Sciences,136234,43500,52,10,2024-01-23T15:27:19,2026-09-22T03:01:44
T12471,History of Science and Natural History,1207,History and Philosophy of Science,12,Arts and Humanities,2,Social Sciences,136213,184324,18,10,2024-01-23T15:27:14,2026-09-22T03:01:44
T13861,Health and Lifestyle Studies,3600,General Health Professions,36,Health Professions,4,Health Sciences,136136,279760,49,10,2024-01-23T15:27:20,2026-09-22T03:01:44
T10168,COVID-19 and Mental Health,3203,Clinical Psychology,32,Psychology,2,Social Sciences,135930,1666249,37,10,2024-01-23T15:27:05,2026-09-22T03:01:44
